"Flow Depth, D [m]",SLOPE,CHARGE,"Channel Width, B [m]","Particle size, d [m]",Bed Form
4.27,0.0001970000,5107.3,245.2,0.00036,2
3.71,0.0002130000,3136.5,245,0.00036,2
3.62,0.0002300000,2261.2,225.7,0.00036,2
5.35,0.0002190000,5892.2,245.8,0.00036,2
5.42,0.0001940000,6704.2,245.8,0.00036,2
5.14,0.0001840000,3671.8,245.7,0.00036,2
3.56,0.0002610000,1620.9,233.5,0.00036,2
5.29,0.0002040000,8462,245.8,0.00036,2
5.94,0.0001490000,67416.1,373.5,0.00075,2
5.92,0.0000710000,80558.9,373.4,0.00075,2
6.46,0.0002020000,87322.9,375.8,0.00075,2
7.61,0.0002160000,93258.7,379.8,0.00075,2
8.03,0.0003450000,869931.1,381.3,0.00075,2
4.88,0.0000115492,11906.2,348.6,0.00075,2
5.82,0.0002070000,56495.7,372.8,0.00075,2
7.77,0.0003910000,333587.9,380.3,0.00075,2
8.6,0.0002300000,584894.3,386.5,0.00075,2
8.65,0.0002010000,89181.1,386.9,0.00075,2
8.3,0.0002410000,167109.4,382.2,0.00075,2
8.09,0.0002470000,303695.1,381.5,0.00075,2
7.19,0.0002410000,74692,378.3,0.00075,2
6.89,0.0001900000,101103.6,377.3,0.00075,2
9.63,0.0002870000,165616,401.8,0.00075,2
9.78,0.0002070000,158359.4,408.5,0.00075,2
9.29,0.0001840000,57260.2,391.3,0.00075,2
0.72,0.0010960000,1641.8,202,0.00396,2
1.12,0.0011370000,14902.9,202.6,0.00396,2
1.15,0.0010960000,11868.7,202.7,0.00396,2
0.89,0.0010380000,7122.8,202.3,0.00396,2
0.86,0.0011190000,2275.9,202.2,0.00396,2
1.12,0.0011300000,5963.5,202.6,0.00396,2
0.79,0.0010520000,1045.7,202.1,0.00396,2
1.51,0.0011090000,13580.1,203.2,0.00396,2
1.76,0.0011240000,42778.2,203.6,0.00396,2
1.26,0.0009870000,16665.4,202.8,0.00396,2
1,0.0010670000,4419.8,202.4,0.00396,2
1.98,0.0010880000,23884.3,205,0.00396,2
1.68,0.0011120000,11462.6,203.5,0.00396,2
1.87,0.0011200000,38068.9,204,0.00396,2
2.38,0.0002540000,25414.2,238.4,0.00103,2
2.4,0.0002490000,27173.9,238.4,0.00103,2
2.4,0.0002470000,36701.7,238.4,0.00103,2
2.37,0.0002430000,39560.9,238.3,0.00103,2
2.35,0.0002410000,26885.3,238.3,0.00103,2
2.32,0.0002400000,16716.4,238.2,0.00103,2
2.31,0.0002400000,16608.3,238.1,0.00103,2
2.28,0.0002400000,18079.5,238,0.00103,2
2.24,0.0002400000,17188.3,237.9,0.00103,2
3.41,0.0002830000,75785.8,256.4,0.00103,2
3.46,0.0002600000,71944.3,259.1,0.00103,2
3.37,0.0002470000,61294.8,251.5,0.00103,2
2.36,0.0002520000,2971.7,238.3,0.00103,2
2.38,0.0002540000,3221.8,238.4,0.00103,2
2.39,0.0002530000,3535.6,238.4,0.00103,2
4.22,0.0002760000,124867.1,271.2,0.00103,2
3.29,0.0004390000,2446.3,183.9,0.0009,2
3.41,0.0004690000,11310.4,185.8,0.0009,2
3.33,0.0004770000,9440.8,184.5,0.0009,2
3.79,0.0004050000,25709.9,219,0.0009,2
3.84,0.0004170000,59325.9,219.7,0.0009,2
3.89,0.0003980000,48047.3,260.1,0.0009,2
4.01,0.0003990000,73417.4,263.9,0.0009,2
3.84,0.0004010000,94695,285.3,0.0009,2
4.07,0.0004190000,37074.1,230.2,0.0009,2
3.95,0.0004260000,28088,224.4,0.0009,2
3.48,0.0004670000,4739.2,188.3,0.0009,2
3.35,0.0004770000,3733.5,184.8,0.0009,2
3.27,0.0004960000,3381.5,177.4,0.0009,2
3.38,0.0005100000,936.7,154.4,0.0009,2
3.62,0.0004440000,4477.4,217.4,0.0009,2
3.61,0.0004650000,2205.3,192.4,0.0009,2
3.77,0.0003920000,152654.8,350.2,0.0009,2
1.43,0.0010000000,1087,92.3,0.00525,2
1.34,0.0010000000,1221.3,88,0.00525,2
1.36,0.0010000000,1323.5,89.3,0.00525,2
1.31,0.0010000000,776.5,84.2,0.00525,2
1.21,0.0010000000,628.9,82.8,0.00525,2
1.17,0.0010000000,628.3,79.6,0.00525,2
1.94,0.0010000000,5786.5,112.7,0.00525,2
1.88,0.0010000000,13279.4,184.6,0.00525,2
1.79,0.0010000000,9408.1,181.7,0.00525,2
1.84,0.0010000000,8747.6,164.2,0.00525,2
1.62,0.0010000000,5698.9,163,0.00525,2
0.72,0.0010000000,38.5,52.3,0.00525,2
0.66,0.0010000000,16.8,51.1,0.00525,2
0.38,0.0008920000,168.4,111.5,0.00136,2
1.31,0.0008730000,2607,133.1,0.00136,2
3.09,0.0007940000,25993.7,143.6,0.00136,2
2.47,0.0008080000,9458.2,142.2,0.00136,2
2.25,0.0008230000,6643,141.8,0.00136,2
2.1,0.0008290000,4748,141.4,0.00136,2
1.27,0.0009040000,1077.2,130.5,0.00136,2
1.56,0.0008610000,2239.1,140.3,0.00136,2
1.46,0.0008720000,2072.7,139.5,0.00136,2
1.33,0.0008640000,887.9,134.9,0.00136,2
1.24,0.0008900000,426,124.8,0.00136,2
1.25,0.0008860000,482.9,128,0.00136,2
1.03,0.0008940000,164.9,117.1,0.00136,2
3.67,0.0008020000,114982,144.9,0.00136,3
3.06,0.0008100000,27042.8,143.5,0.00136,2
2.71,0.0008200000,11334,142.8,0.00136,2
1.9,0.0008470000,3000.2,141,0.00136,2
1.65,0.0008570000,1600.1,140.5,0.00136,2
1.36,0.0008520000,113.5,149.9,0.01189,2
2.19,0.0009320000,8485.1,154.2,0.01189,2
1.83,0.0009070000,7667.5,152.4,0.01189,2
1.66,0.0008430000,303.3,151.4,0.01189,2
1.63,0.0008430000,261.7,151.2,0.01189,2
1.23,0.0008490000,15.9,149.1,0.01189,2
1.84,0.0009980000,5967.9,152.4,0.01189,2
2.1,0.0009820000,9029.4,154,0.01189,2
2.29,0.0009570000,12768.3,154.8,0.01189,2
2.01,0.0009300000,3186.5,153.3,0.01189,2
1.94,0.0009260000,2686.6,152.9,0.01189,2
1.47,0.0008620000,124.9,150.4,0.01189,2
2.27,0.0009560000,7742.3,154.8,0.01189,2
2.36,0.0009510000,8664.3,155.3,0.01189,2
1.77,0.0009100000,408.7,152.1,0.01189,2
1.64,0.0008970000,243.9,151.3,0.01189,2
1.17,0.0004420000,3812.9,124.8,0.00808,2
1.22,0.0004980000,6853.6,125.4,0.00808,2
3.22,0.0005020000,86859.4,167.8,0.00808,2
1.74,0.0004830000,306719.1,477.7,0.00808,2
1.79,0.0004700000,23217.3,587.1,0.00808,2
2.48,0.0003930000,118073.4,601.5,0.00808,2
2.66,0.0003380000,191947.9,603.6,0.00808,2
2.29,0.0003010000,9322.5,321.5,0.00808,2
3.49,0.0002940000,54687.8,178.8,0.00808,2
3.15,0.0003040000,14210.6,165.4,0.00808,2
2.89,0.0003210000,10448.9,155.9,0.00808,2
2.6,0.0003420000,7166.2,146.6,0.00808,2
1.83,0.0003960000,4485.8,131.4,0.00808,2
2.44,0.0003610000,14375.8,141.6,0.00808,2
2.3,0.0003970000,11184.5,137.4,0.00808,2
1.74,0.0004380000,4536.2,130.4,0.00808,2
1.87,0.0004150000,6220.1,131.7,0.00808,2
2.15,0.0003650000,14069.6,134.6,0.00808,2
2.34,0.0003400000,19676.6,138.6,0.00808,2
1.4,0.0004160000,2851.4,127.1,0.00808,3
1.92,0.0002650000,65783.5,590.7,0.00808,2
3.55,0.0003000000,24617.5,183.5,0.00808,2
2.86,0.0003400000,17358.6,154.9,0.00808,2
1.01,0.0006560000,276.8,118.5,0.00142,2
3.68,0.0009730000,105472.8,282.7,0.00142,2
4.28,0.0009760000,156658.1,284.9,0.00142,2
3.84,0.0009060000,103277,283.3,0.00142,2
3.49,0.0008650000,57368.9,281.9,0.00142,2
2.63,0.0007820000,15668.1,277.3,0.00142,2
2.1,0.0006860000,1398.8,209.4,0.00142,2
1.93,0.0006970000,3563.9,273.8,0.00142,2
2.01,0.0006640000,3196.2,274.2,0.00142,2
2.3,0.0006950000,7553,275.6,0.00142,2
2.41,0.0007160000,11500.2,276.1,0.00142,2
2.68,0.0007800000,7846.7,277.6,0.00142,2
2.19,0.0006890000,1189.8,212.2,0.00142,2
1.86,0.0006730000,2427.5,207.8,0.00142,2
4.08,0.0011490000,56768.9,284.2,0.00142,2
6.27,0.0012180000,560631.8,290.7,0.00142,2
6.97,0.0011470000,712949.9,293.1,0.00142,2
6.56,0.0011110000,502982.8,291.7,0.00142,2
6.04,0.0010700000,319885.8,290,0.00142,2
5.66,0.0010420000,229121.3,289.3,0.00142,2
5.24,0.0010260000,146279.1,288.3,0.00142,2
4.85,0.0009970000,108204.6,287,0.00142,2
4.52,0.0009780000,76399,285.8,0.00142,2
2.18,0.0004554681,50990.8,232.8,0.09366,2
4.07,0.0014121660,249311.4,260.4,0.09366,3
4.66,0.0012388103,250135.4,269.9,0.09366,3
4.75,0.0012096119,214969.4,271.4,0.09366,3
4.23,0.0014039076,87611.2,262.9,0.09366,3
4.13,0.0014408910,81970.8,261.4,0.09366,3
4.12,0.0014341749,80480.3,261.1,0.09366,3
4.68,0.0012308182,143079,270.1,0.09366,3
4.05,0.0014044867,74754.6,260.2,0.09366,3
5.42,0.0005930169,118597.9,267.1,0.08872,2
5.2,0.0005559471,185496,264.1,0.00125,2
5.75,0.0006625610,438677,271.5,0.00125,2
5.25,0.0005643243,76516.1,264.8,0.00125,2
5.66,0.0006420889,179749.4,270.3,0.00125,2
5.79,0.0006664092,1189312.4,272,0.00125,2
5.43,0.0005972353,581066.9,267.3,0.00125,2
4.72,0.0004218329,86668.5,249.6,0.00125,2
4.3,0.0003403364,36443.5,244.2,0.00125,2
3.54,0.0001987811,25819.4,237.8,0.00125,2
3.64,0.0002210049,19480.4,238.2,0.00125,2
3.88,0.0002723644,14228.6,239.3,0.00125,2
4.13,0.0003155441,22477.7,242.1,0.00125,2
4.04,0.0002989447,24728.6,241,0.00125,2
5.85,0.0006825860,1389084,272.8,0.00125,2
5.32,0.0005787928,432761.1,265.8,0.00125,2
5.16,0.0005480231,169365.9,263.7,0.00125,2
1.48,0.0009132431,6300.6,254.2,0.05661,2
1.68,0.0009205155,16462,264.3,0.05661,2
1.55,0.0009132222,6011.9,257.5,0.05661,2
1.3,0.0008350008,1498.5,233.2,0.05661,2
2.22,0.0016848899,1555013,370.8,0.05661,3
,,Total load (t/d),,,6
2.526784447,0.0007899555,65188.54141,201.4203869,0.011456083,2
2.524475047,0.0007905773,65169.71223,201.2349721,0.011475328,2
2.522165647,0.0007911992,65150.88305,201.0495574,0.011494574,2
2.519856247,0.0007918210,65132.05387,200.8641426,0.011513819,2
2.517546847,0.0007924428,65113.22468,200.6787279,0.011533065,2
2.515237447,0.0007930646,65094.3955,200.4933131,0.01155231,2
2.512928047,0.0007936865,65075.56632,200.3078984,0.011571556,2
2.510618647,0.0007943083,65056.73714,200.1224836,0.011590801,2
2.508309247,0.0007949301,65037.90796,199.9370688,0.011610046,2
2.505999847,0.0007955519,65019.07878,199.7516541,0.011629292,2
2.503690447,0.0007961738,65000.24959,199.5662393,0.011648537,2
2.501381047,0.0007967956,64981.42041,199.3808246,0.011667783,2
2.499071647,0.0007974174,64962.59123,199.1954098,0.011687028,2
2.496762247,0.0007980392,64943.76205,199.0099951,0.011706274,2
2.494452847,0.0007986611,64924.93287,198.8245803,0.011725519,2
2.492143447,0.0007992829,64906.10369,198.6391655,0.011744764,2
2.489834047,0.0007999047,64887.27451,198.4537508,0.01176401,2
2.487524647,0.0008005265,64868.44532,198.268336,0.011783255,2
2.485215247,0.0008011484,64849.61614,198.0829213,0.011802501,2
2.482905847,0.0008017702,64830.78696,197.8975065,0.011821746,2
2.480596447,0.0008023920,64811.95778,197.7120918,0.011840991,2
2.478287047,0.0008030138,64793.1286,197.526677,0.011860237,2
2.475977647,0.0008036357,64774.29942,197.3412622,0.011879482,2
2.473668247,0.0008042575,64755.47024,197.1558475,0.011898728,2
2.471358847,0.0008048793,64736.64105,196.9704327,0.011917973,2
2.469049447,0.0008055011,64717.81187,196.785018,0.011937219,2
2.466740047,0.0008061230,64698.98269,196.5996032,0.011956464,2
2.464430646,0.0008067448,64680.15351,196.4141885,0.011975709,2
2.462121246,0.0008073666,64661.32433,196.2287737,0.011994955,2
2.459811846,0.0008079884,64642.49515,196.0433589,0.0120142,2
2.457502446,0.0008086103,64623.66596,195.8579442,0.012033446,2
2.455193046,0.0008092321,64604.83678,195.6725294,0.012052691,2
2.452883646,0.0008098539,64586.0076,195.4871147,0.012071937,2
2.450574246,0.0008104757,64567.17842,195.3016999,0.012091182,2
2.448264846,0.0008110976,64548.34924,195.1162852,0.012110427,2
2.445955446,0.0008117194,64529.52006,194.9308704,0.012129673,2
2.443646046,0.0008123412,64510.69088,194.7454556,0.012148918,2
2.441336646,0.0008129630,64491.86169,194.5600409,0.012168164,2
2.439027246,0.0008135849,64473.03251,194.3746261,0.012187409,2
2.436717846,0.0008142067,64454.20333,194.1892114,0.012206655,2
2.434408446,0.0008148285,64435.37415,194.0037966,0.0122259,2
2.432099046,0.0008154503,64416.54497,193.8183819,0.012245145,2
2.429789646,0.0008160722,64397.71579,193.6329671,0.012264391,2
2.427480246,0.0008166940,64378.88661,193.4475523,0.012283636,2
2.425170846,0.0008173158,64360.05742,193.2621376,0.012302882,2
2.422861446,0.0008179376,64341.22824,193.0767228,0.012322127,2
2.420552046,0.0008185595,64322.39906,192.8913081,0.012341373,2
2.418242646,0.0008191813,64303.56988,192.7058933,0.012360618,2
2.415933246,0.0008198031,64284.7407,192.5204786,0.012379863,2
2.413623846,0.0008204249,64265.91152,192.3350638,0.012399109,2
2.411314446,0.0008210468,64247.08233,192.1496491,0.012418354,2
2.409005046,0.0008216686,64228.25315,191.9642343,0.0124376,2
2.406695646,0.0008222904,64209.42397,191.7788195,0.012456845,2
2.404386246,0.0008229122,64190.59479,191.5934048,0.01247609,2
2.402076846,0.0008235341,64171.76561,191.40799,0.012495336,2
2.399767446,0.0008241559,64152.93643,191.2225753,0.012514581,2
2.397458046,0.0008247777,64134.10725,191.0371605,0.012533827,2
2.395148646,0.0008253995,64115.27806,190.8517458,0.012553072,2
2.392839246,0.0008260214,64096.44888,190.666331,0.012572318,2
2.390529846,0.0008266432,64077.6197,190.4809162,0.012591563,2
2.388220446,0.0008272650,64058.79052,190.2955015,0.012610808,2
2.385911045,0.0008278868,64039.96134,190.1100867,0.012630054,2
2.383601645,0.0008285087,64021.13216,189.924672,0.012649299,2
2.381292245,0.0008291305,64002.30298,189.7392572,0.012668545,2
2.378982845,0.0008297523,63983.47379,189.5538425,0.01268779,2
2.376673445,0.0008303741,63964.64461,189.3684277,0.012707036,2
2.374364045,0.0008309960,63945.81543,189.1830129,0.012726281,2
2.372054645,0.0008316178,63926.98625,188.9975982,0.012745526,2
2.369745245,0.0008322396,63908.15707,188.8121834,0.012764772,2
2.367435845,0.0008328614,63889.32789,188.6267687,0.012784017,2
2.365126445,0.0008334833,63870.4987,188.4413539,0.012803263,2
2.362817045,0.0008341051,63851.66952,188.2559392,0.012822508,2
2.360507645,0.0008347269,63832.84034,188.0705244,0.012841754,2
2.358198245,0.0008353487,63814.01116,187.8851096,0.012860999,2
2.355888845,0.0008359706,63795.18198,187.6996949,0.012880244,2
2.353579445,0.0008365924,63776.3528,187.5142801,0.01289949,2
2.351270045,0.0008372142,63757.52362,187.3288654,0.012918735,2
2.348960645,0.0008378360,63738.69443,187.1434506,0.012937981,2
2.346651245,0.0008384579,63719.86525,186.9580359,0.012957226,2
2.344341845,0.0008390797,63701.03607,186.7726211,0.012976472,2
2.342032445,0.0008397015,63682.20689,186.5872063,0.012995717,2
2.339723045,0.0008403233,63663.37771,186.4017916,0.013014962,2
2.337413645,0.0008409452,63644.54853,186.2163768,0.013034208,2
2.335104245,0.0008415670,63625.71935,186.0309621,0.013053453,2
2.332794845,0.0008421888,63606.89016,185.8455473,0.013072699,2
2.330485445,0.0008428106,63588.06098,185.6601326,0.013091944,2
2.328176045,0.0008434325,63569.2318,185.4747178,0.013111189,2
2.325866645,0.0008440543,63550.40262,185.289303,0.013130435,2
2.323557245,0.0008446761,63531.57344,185.1038883,0.01314968,2
2.321247845,0.0008452979,63512.74426,184.9184735,0.013168926,2
2.318938445,0.0008459198,63493.91507,184.7330588,0.013188171,2
2.316629045,0.0008465416,63475.08589,184.547644,0.013207417,2
2.314319645,0.0008471634,63456.25671,184.3622293,0.013226662,2
2.312010245,0.0008477852,63437.42753,184.1768145,0.013245907,2
2.309700844,0.0008484071,63418.59835,183.9913997,0.013265153,2
2.307391444,0.0008490289,63399.76917,183.805985,0.013284398,2
2.305082044,0.0008496507,63380.93999,183.6205702,0.013303644,2
2.302772644,0.0008502725,63362.1108,183.4351555,0.013322889,2
2.300463244,0.0008508944,63343.28162,183.2497407,0.013342135,2
2.298153844,0.0008515162,63324.45244,183.064326,0.01336138,2
2.295844444,0.0008521380,63305.62326,182.8789112,0.013380625,2
2.293535044,0.0008527598,63286.79408,182.6934965,0.013399871,2
2.291225644,0.0008533817,63267.9649,182.5080817,0.013419116,2
2.288916244,0.0008540035,63249.13572,182.3226669,0.013438362,2
2.286606844,0.0008546253,63230.30653,182.1372522,0.013457607,2
2.284297444,0.0008552471,63211.47735,181.9518374,0.013476853,2
2.281988044,0.0008558690,63192.64817,181.7664227,0.013496098,2
2.279678644,0.0008564908,63173.81899,181.5810079,0.013515343,2
2.277369244,0.0008571126,63154.98981,181.3955932,0.013534589,2
2.275059844,0.0008577344,63136.16063,181.2101784,0.013553834,2
2.272750444,0.0008583563,63117.33144,181.0247636,0.01357308,2
2.270441044,0.0008589781,63098.50226,180.8393489,0.013592325,2
2.268131644,0.0008595999,63079.67308,180.6539341,0.013611571,2
2.265822244,0.0008602217,63060.8439,180.4685194,0.013630816,2
2.263512844,0.0008608436,63042.01472,180.2831046,0.013650061,2
2.261203444,0.0008614654,63023.18554,180.0976899,0.013669307,2
2.258894044,0.0008620872,63004.35636,179.9122751,0.013688552,2
2.256584644,0.0008627090,62985.52717,179.7268603,0.013707798,2
2.254275244,0.0008633309,62966.69799,179.5414456,0.013727043,2
,,Total load (t/d),,,6
2.526784447,0.0007899555,65188.54141,201.4203869,0.011456083,2
2.524475047,0.0007905773,65169.71223,201.2349721,0.011475328,2
2.522165647,0.0007911992,65150.88305,201.0495574,0.011494574,2
2.519856247,0.0007918210,65132.05387,200.8641426,0.011513819,2
2.517546847,0.0007924428,65113.22468,200.6787279,0.011533065,2
2.515237447,0.0007930646,65094.3955,200.4933131,0.01155231,2
2.512928047,0.0007936865,65075.56632,200.3078984,0.011571556,2
2.510618647,0.0007943083,65056.73714,200.1224836,0.011590801,2
2.508309247,0.0007949301,65037.90796,199.9370688,0.011610046,2
2.505999847,0.0007955519,65019.07878,199.7516541,0.011629292,2
2.503690447,0.0007961738,65000.24959,199.5662393,0.011648537,2
2.501381047,0.0007967956,64981.42041,199.3808246,0.011667783,2
2.499071647,0.0007974174,64962.59123,199.1954098,0.011687028,2
2.496762247,0.0007980392,64943.76205,199.0099951,0.011706274,2
2.494452847,0.0007986611,64924.93287,198.8245803,0.011725519,2
2.492143447,0.0007992829,64906.10369,198.6391655,0.011744764,2
2.489834047,0.0007999047,64887.27451,198.4537508,0.01176401,2
2.487524647,0.0008005265,64868.44532,198.268336,0.011783255,2
2.485215247,0.0008011484,64849.61614,198.0829213,0.011802501,2
2.482905847,0.0008017702,64830.78696,197.8975065,0.011821746,2
2.480596447,0.0008023920,64811.95778,197.7120918,0.011840991,2
2.478287047,0.0008030138,64793.1286,197.526677,0.011860237,2
2.475977647,0.0008036357,64774.29942,197.3412622,0.011879482,2
2.473668247,0.0008042575,64755.47024,197.1558475,0.011898728,2
2.471358847,0.0008048793,64736.64105,196.9704327,0.011917973,2
2.469049447,0.0008055011,64717.81187,196.785018,0.011937219,2
2.466740047,0.0008061230,64698.98269,196.5996032,0.011956464,2
2.464430646,0.0008067448,64680.15351,196.4141885,0.011975709,2
2.462121246,0.0008073666,64661.32433,196.2287737,0.011994955,2
2.459811846,0.0008079884,64642.49515,196.0433589,0.0120142,2
2.457502446,0.0008086103,64623.66596,195.8579442,0.012033446,2
2.455193046,0.0008092321,64604.83678,195.6725294,0.012052691,2
2.452883646,0.0008098539,64586.0076,195.4871147,0.012071937,2
2.450574246,0.0008104757,64567.17842,195.3016999,0.012091182,2
2.448264846,0.0008110976,64548.34924,195.1162852,0.012110427,2
2.445955446,0.0008117194,64529.52006,194.9308704,0.012129673,2
2.443646046,0.0008123412,64510.69088,194.7454556,0.012148918,2
2.441336646,0.0008129630,64491.86169,194.5600409,0.012168164,2
2.439027246,0.0008135849,64473.03251,194.3746261,0.012187409,2
2.436717846,0.0008142067,64454.20333,194.1892114,0.012206655,2
2.434408446,0.0008148285,64435.37415,194.0037966,0.0122259,2
2.432099046,0.0008154503,64416.54497,193.8183819,0.012245145,2
2.429789646,0.0008160722,64397.71579,193.6329671,0.012264391,2
2.427480246,0.0008166940,64378.88661,193.4475523,0.012283636,2
2.425170846,0.0008173158,64360.05742,193.2621376,0.012302882,2
2.422861446,0.0008179376,64341.22824,193.0767228,0.012322127,2
2.420552046,0.0008185595,64322.39906,192.8913081,0.012341373,2
2.418242646,0.0008191813,64303.56988,192.7058933,0.012360618,2
2.415933246,0.0008198031,64284.7407,192.5204786,0.012379863,2
2.413623846,0.0008204249,64265.91152,192.3350638,0.012399109,2
2.411314446,0.0008210468,64247.08233,192.1496491,0.012418354,2
2.409005046,0.0008216686,64228.25315,191.9642343,0.0124376,2
2.406695646,0.0008222904,64209.42397,191.7788195,0.012456845,2
2.404386246,0.0008229122,64190.59479,191.5934048,0.01247609,2
2.402076846,0.0008235341,64171.76561,191.40799,0.012495336,2
2.399767446,0.0008241559,64152.93643,191.2225753,0.012514581,2
2.397458046,0.0008247777,64134.10725,191.0371605,0.012533827,2
2.395148646,0.0008253995,64115.27806,190.8517458,0.012553072,2
2.392839246,0.0008260214,64096.44888,190.666331,0.012572318,2
2.390529846,0.0008266432,64077.6197,190.4809162,0.012591563,2
2.388220446,0.0008272650,64058.79052,190.2955015,0.012610808,2
2.385911045,0.0008278868,64039.96134,190.1100867,0.012630054,2
2.383601645,0.0008285087,64021.13216,189.924672,0.012649299,2
2.381292245,0.0008291305,64002.30298,189.7392572,0.012668545,2
2.378982845,0.0008297523,63983.47379,189.5538425,0.01268779,2
2.376673445,0.0008303741,63964.64461,189.3684277,0.012707036,2
2.374364045,0.0008309960,63945.81543,189.1830129,0.012726281,2
2.372054645,0.0008316178,63926.98625,188.9975982,0.012745526,2
2.369745245,0.0008322396,63908.15707,188.8121834,0.012764772,2
2.367435845,0.0008328614,63889.32789,188.6267687,0.012784017,2
2.365126445,0.0008334833,63870.4987,188.4413539,0.012803263,2
2.362817045,0.0008341051,63851.66952,188.2559392,0.012822508,2
2.360507645,0.0008347269,63832.84034,188.0705244,0.012841754,2
2.358198245,0.0008353487,63814.01116,187.8851096,0.012860999,2
2.355888845,0.0008359706,63795.18198,187.6996949,0.012880244,2
2.353579445,0.0008365924,63776.3528,187.5142801,0.01289949,2
2.351270045,0.0008372142,63757.52362,187.3288654,0.012918735,2
2.348960645,0.0008378360,63738.69443,187.1434506,0.012937981,2
2.346651245,0.0008384579,63719.86525,186.9580359,0.012957226,2
2.344341845,0.0008390797,63701.03607,186.7726211,0.012976472,2
2.342032445,0.0008397015,63682.20689,186.5872063,0.012995717,2
2.339723045,0.0008403233,63663.37771,186.4017916,0.013014962,2
2.337413645,0.0008409452,63644.54853,186.2163768,0.013034208,2
2.335104245,0.0008415670,63625.71935,186.0309621,0.013053453,2
2.332794845,0.0008421888,63606.89016,185.8455473,0.013072699,2
2.330485445,0.0008428106,63588.06098,185.6601326,0.013091944,2
2.328176045,0.0008434325,63569.2318,185.4747178,0.013111189,2
2.325866645,0.0008440543,63550.40262,185.289303,0.013130435,2
2.323557245,0.0008446761,63531.57344,185.1038883,0.01314968,2
2.321247845,0.0008452979,63512.74426,184.9184735,0.013168926,2
2.318938445,0.0008459198,63493.91507,184.7330588,0.013188171,2
2.316629045,0.0008465416,63475.08589,184.547644,0.013207417,2
2.314319645,0.0008471634,63456.25671,184.3622293,0.013226662,2
2.312010245,0.0008477852,63437.42753,184.1768145,0.013245907,2
2.309700844,0.0008484071,63418.59835,183.9913997,0.013265153,2
2.307391444,0.0008490289,63399.76917,183.805985,0.013284398,2
2.305082044,0.0008496507,63380.93999,183.6205702,0.013303644,2
2.302772644,0.0008502725,63362.1108,183.4351555,0.013322889,2
2.300463244,0.0008508944,63343.28162,183.2497407,0.013342135,2
2.298153844,0.0008515162,63324.45244,183.064326,0.01336138,2
2.295844444,0.0008521380,63305.62326,182.8789112,0.013380625,2
2.293535044,0.0008527598,63286.79408,182.6934965,0.013399871,2
2.291225644,0.0008533817,63267.9649,182.5080817,0.013419116,2
2.288916244,0.0008540035,63249.13572,182.3226669,0.013438362,2
2.286606844,0.0008546253,63230.30653,182.1372522,0.013457607,2
2.284297444,0.0008552471,63211.47735,181.9518374,0.013476853,2
2.281988044,0.0008558690,63192.64817,181.7664227,0.013496098,2
2.279678644,0.0008564908,63173.81899,181.5810079,0.013515343,2
2.277369244,0.0008571126,63154.98981,181.3955932,0.013534589,2
2.275059844,0.0008577344,63136.16063,181.2101784,0.013553834,2
2.272750444,0.0008583563,63117.33144,181.0247636,0.01357308,2
2.270441044,0.0008589781,63098.50226,180.8393489,0.013592325,2
2.268131644,0.0008595999,63079.67308,180.6539341,0.013611571,2
2.265822244,0.0008602217,63060.8439,180.4685194,0.013630816,2
2.263512844,0.0008608436,63042.01472,180.2831046,0.013650061,2
2.261203444,0.0008614654,63023.18554,180.0976899,0.013669307,2
2.258894044,0.0008620872,63004.35636,179.9122751,0.013688552,2
2.256584644,0.0008627090,62985.52717,179.7268603,0.013707798,2
2.254275244,0.0008633309,62966.69799,179.5414456,0.013727043,2
2.251965844,0.0008639527,62947.86881,179.3560308,0.013746288,2
2.249656444,0.0008645745,62929.03963,179.1706161,0.013765534,2
2.247347044,0.0008651963,62910.21045,178.9852013,0.013784779,2
2.245037644,0.0008658182,62891.38127,178.7997866,0.013804025,2
2.242728244,0.0008664400,62872.55209,178.6143718,0.01382327,2
2.240418844,0.0008670618,62853.7229,178.428957,0.013842516,2
2.238109444,0.0008676836,62834.89372,178.2435423,0.013861761,2
2.235800044,0.0008683055,62816.06454,178.0581275,0.013881006,2
2.233490644,0.0008689273,62797.23536,177.8727128,0.013900252,2
2.231181243,0.0008695491,62778.40618,177.687298,0.013919497,2
2.228871843,0.0008701709,62759.577,177.5018833,0.013938743,2
2.226562443,0.0008707928,62740.74781,177.3164685,0.013957988,2
2.224253043,0.0008714146,62721.91863,177.1310537,0.013977234,2
2.221943643,0.0008720364,62703.08945,176.945639,0.013996479,2
2.219634243,0.0008726582,62684.26027,176.7602242,0.014015724,2
2.217324843,0.0008732801,62665.43109,176.5748095,0.01403497,2
2.215015443,0.0008739019,62646.60191,176.3893947,0.014054215,2
2.212706043,0.0008745237,62627.77273,176.20398,0.014073461,2
2.210396643,0.0008751455,62608.94354,176.0185652,0.014092706,2
2.208087243,0.0008757674,62590.11436,175.8331504,0.014111952,2
2.205777843,0.0008763892,62571.28518,175.6477357,0.014131197,2
2.203468443,0.0008770110,62552.456,175.4623209,0.014150442,2
2.201159043,0.0008776328,62533.62682,175.2769062,0.014169688,2
2.198849643,0.0008782547,62514.79764,175.0914914,0.014188933,2
2.196540243,0.0008788765,62495.96846,174.9060767,0.014208179,2
2.194230843,0.0008794983,62477.13927,174.7206619,0.014227424,2
